timestamp,url,is_anomaly_if,is_anomaly_ae,is_anomaly_label
2021-12-04 00:06:16+03:00,/shop/zip_medobor/%D1%88%D1%82%D1%83%D1%86%D0%B5%D1%80-%D0%BA-%D0%BA%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD%D1%83-%D0%B2%D0%BA%D0%BC-%D0%B4%D0%BB%D1%8F-%D0%B0%D1%80%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B9-2/%D1%88%D1%82%D1%83%D1%86%D0%B5%D1%80-%D0%BA-%D0%BA%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD%D1%83-%D0%B2%D0%BA%D0%BC-%D0%B4%D0%BB%D1%8F-%D0%B0%D1%80%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B9-3/,1,1,
2021-12-04 00:08:17+03:00,/shop/%D0%B1%D0%B5%D0%B7-%D1%80%D1%83%D0%B1%D1%80%D0%B8%D0%BA%D0%B8/%D1%81%D1%83%D1%85%D0%B0%D1%80%D1%8C-%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-%D0%B2%D0%B0%D0%B1-97/%D1%81%D1%83%D1%85%D0%B0%D1%80%D1%8C-%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-%D0%B2%D0%B0%D0%B1-97/,1,1,
2021-12-04 00:08:42+03:00,/shop/%D0%B1%D0%B5%D0%B7-%D1%80%D1%83%D0%B1%D1%80%D0%B8%D0%BA%D0%B8/%D1%88%D1%82%D1%83%D1%86%D0%B5%D1%80-12-%D0%B2%D0%BD-%D0%B4%D1%839-%D1%81-%D0%BF%D0%BE%D0%B4%D0%B2%D0%B8%D0%B6%D0%BD%D0%BE%D0%B9-%D0%B3%D0%B0%D0%B9%D0%BA%D0%BE%D0%B9-%D0%BA%D0%BE%D0%BB%D1%8C%D1%86/%D1%88%D1%82%D1%83%D1%86%D0%B5%D1%80-1-2-%D0%B2%D0%BD-%D0%B4%D1%839-%D1%81-%D0%BF%D0%BE%D0%B4%D0%B2%D0%B8%D0%B6%D0%BD%D0%BE%D0%B9-%D0%B3%D0%B0%D0%B9%D0%BA%D0%BE%D0%B9-%D0%BA%D0%BE%D0%BB%D1%8C%D1%86/,1,1,
2021-12-04 00:08:57+03:00,/shop/%D0%BF%D1%80%D0%BE%D0%BF%D0%B0%D0%BD-%D0%B4%D0%BB%D1%8F-%D1%87%D0%B0%D1%81%D1%82%D0%BD%D0%B8%D0%BA%D0%B0/%D0%B2%D0%B5%D0%BD%D1%82%D0%B8%D0%BB%D1%8C-%D0%BA-1%D0%BB-%D0%B1%D0%B0%D0%BB%D0%BB%D0%BE%D0%BD%D1%83-%D0%BC1-%D0%B4%D1%83-6/%D0%B2%D0%B5%D0%BD%D1%82%D0%B8%D0%BB%D1%8C-%D0%BA-1%D0%BB-%D0%B1%D0%B0%D0%BB%D0%BB%D0%BE%D0%BD%D1%83-%D0%BC1-%D0%B4%D1%836/,1,1,
2021-12-04 00:09:05+03:00,/shop/%D0%BF%D1%80%D0%BE%D0%BF%D0%B0%D0%BD-%D0%B4%D0%BB%D1%8F-%D1%87%D0%B0%D1%81%D1%82%D0%BD%D0%B8%D0%BA%D0%B0/%D0%BA%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD-%D1%80%D1%83%D0%BA%D0%B0%D0%B2%D0%BD%D1%8B%D0%B9/%D0%BA%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD-%D1%80%D1%83%D0%BA%D0%B0%D0%B2%D0%BD%D1%8B%D0%B9-%D0%B4%D1%836-9-%D0%B2%D0%B5%D0%BD%D1%82%D0%B8%D0%BB%D1%8C-%D0%B3%D0%B0%D0%B7%D0%BE%D0%B2%D1%8B%D0%B9-%D0%B2/,1,1,
2021-12-04 00:09:11+03:00,/shop/armatura/%D0%B0%D1%80%D0%BC%D0%B0%D1%82%D1%83%D1%80%D0%B0-%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA%D0%B8-%D0%BD%D0%B8%D0%BF%D0%BF%D0%B5%D0%BB%D0%B8-%D0%B3%D0%B0%D0%B9%D0%BA%D0%B8/%D0%B0%D1%80%D0%BC%D0%B0%D1%82%D1%83%D1%80%D0%B0-%D0%BF%D1%80%D0%B8%D1%81%D0%BE%D0%B5%D0%B4%D0%B8%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F/,1,1,
2021-12-04 00:09:53+03:00,/shop/armatura/%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2%D0%BE-%D0%B7%D0%B0%D0%BF%D1%80%D0%B0%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B5-%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4%D0%BD%D0%BE%D0%B5-l800/%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2%D0%BE-%D0%B7%D0%B0%D0%BF%D1%80%D0%B0%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B5/,1,1,
2021-12-04 00:10:39+03:00,/shop/armatura_gazoballon/%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-%D0%B4%D0%BB%D1%8F-%D0%B3%D0%B0%D0%B7%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%B7%D0%B8%D1%82%D0%BD%D0%BE%D0%B3/%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%B7%D0%B8%D1%82-%D0%B1%D0%B0%D0%BB-klf/,1,1,
2021-12-04 00:10:50+03:00,/shop/armatura_gazoballon/%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-218-%D0%BD%D0%B0%D1%80-%D0%BD%D0%B0-34-%D0%B2%D0%BD%D1%83%D1%82%D1%80/%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-218-%D0%BD%D0%B0%D1%80-%D0%BD%D0%B0-3-4-%D0%B2%D0%BD%D1%83%D1%82%D1%80/,1,1,
2021-12-04 00:11:38+03:00,/shop/eduktor/%D1%80%D0%B5%D0%B3%D1%83%D0%BB%D1%8F%D1%82%D0%BE%D1%80-%D1%80%D0%B0%D1%81%D1%85%D0%BE%D0%B4%D0%B0-%D1%83%D0%B3%D0%BB%D0%B5%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D0%B3%D0%BE-%D0%B3%D0%B0%D0%B7%D0%B0-%D1%83-30/%D1%80%D0%B5%D0%B3%D1%83%D0%BB%D1%8F%D1%82%D0%BE%D1%80-%D1%83-30_/,1,1,
2021-12-04 00:14:00+03:00,/shop/gorelki_gazovozd/%D0%B3%D0%BE%D1%80%D0%B5%D0%BB%D0%BA%D0%B0-%D0%B3%D0%B0%D0%B7%D0%BE%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%88%D0%BD%D0%B0%D1%8F-%D0%B3%D0%B2%D0%B4-%D0%BA%D0%BE%D0%BC%D0%BF%D1%80%D0%B5%D1%81%D1%81%D0%BE/%D0%B3%D0%BE%D1%80%D0%B5%D0%BB%D0%BA%D0%B0-%D0%B3%D0%B0%D0%B7%D0%BE%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%88%D0%BD%D0%B0%D1%8F-%D0%B3%D0%B2%D0%B4-%D0%BA%D0%BE%D0%BC%D0%BF%D1%80%D0%B5%D1%81%D1%81%D0%BE-2/,1,1,
